policy_entropy,nupdates,policy_loss,fps,total_timesteps,explained_variance,value_loss,ep_len_mean,ep_reward_mean
10.435408592224121,1900,-0.5344527959823608,286,267759,0.0010318160057067871,3862.38427734375,1000.0,3100.1649710299994
10.44141960144043,2000,-0.11017297208309174,286,281859,0.013168513774871826,3188.421630859375,1000.0,3402.9983162199997
10.441255569458008,2100,-0.32567670941352844,287,295959,0.001416623592376709,2806.04345703125,1000.0,3828.3946619199996
10.447068214416504,2200,0.19004309177398682,287,310059,0.008832156658172607,5050.4501953125,1000.0,4284.81508162
10.453641891479492,2300,-0.09656629711389542,288,324159,0.03194451332092285,3606.203369140625,1000.0,4763.74270492
10.461221694946289,2400,0.1922818273305893,288,338259,0.008777439594268799,4526.04638671875,1000.0,5172.17447613
10.467564582824707,2500,-0.08802323788404465,289,352359,0.09350788593292236,3308.238525390625,1000.0,5532.4588195999995
10.468043327331543,2600,0.10230891406536102,289,366459,0.02259117364883423,2307.602783203125,1000.0,6037.155633
10.472306251525879,2700,0.045911796391010284,289,380559,0.05696213245391846,4651.27734375,1000.0,6486.24608287
10.47642993927002,2800,0.019736401736736298,290,394659,-0.0019282102584838867,10920.5517578125,1000.0,6766.138240190001
10.481755256652832,2900,0.15167653560638428,290,408759,0.13414090871810913,3350.889404296875,1000.0,6935.021466990002
10.489287376403809,3000,-0.3397569954395294,290,422859,2.1159648895263672e-05,3621.201171875,1000.0,7132.222951669999
10.494550704956055,3100,0.033453620970249176,290,436959,0.26126807928085327,4089.563720703125,1000.0,7148.891934920001
10.498902320861816,3200,-0.12739132344722748,291,451059,0.12827229499816895,5034.26708984375,1000.0,7335.1848135
10.503297805786133,3300,-0.09568151831626892,291,465159,0.13437646627426147,4637.0849609375,1000.0,7418.546034409998
10.50739860534668,3400,-0.11599504947662354,291,479259,0.0020252466201782227,4439.67431640625,1000.0,7775.12136283
10.512848854064941,3500,-0.2644161283969879,291,493359,0.40218669176101685,3248.236328125,1000.0,7873.58509678
10.516749382019043,3600,-0.43866246938705444,291,507459,0.05608254671096802,3200.595703125,1000.0,7992.777334080001
10.51719856262207,3700,-0.002183958888053894,291,521559,6.204843521118164e-05,25477.279296875,1000.0,8251.77327506
10.518250465393066,3800,-0.09174119681119919,292,535659,0.011819660663604736,125588.2890625,1000.0,8783.90914471
10.520278930664062,3900,0.03088512271642685,292,549759,0.00017958879470825195,7145.64892578125,1000.0,9185.17151241
10.523054122924805,4000,-0.35068774223327637,292,563859,-0.015107154846191406,25609.27734375,1000.0,9529.889328939998
10.526026725769043,4100,0.05456094443798065,292,577959,0.2518737316131592,5682.3486328125,1000.0,9650.681020400001
10.527647972106934,4200,0.04882259666919708,293,592059,0.2236204743385315,7882.43408203125,1000.0,9951.93278256
10.529997825622559,4300,-0.12086973339319229,293,606159,0.00013935565948486328,37150.14453125,1000.0,10465.219792189999
10.531508445739746,4400,-0.3404783606529236,293,620259,0.18522316217422485,7166.25634765625,1000.0,10823.77819723
10.532381057739258,4500,-0.2772933840751648,293,634359,-0.0010788440704345703,12490.505859375,1000.0,11016.86528809
10.535618782043457,4600,-0.25543248653411865,294,648459,0.024696409702301025,12314.7421875,1000.0,11230.040926900001
10.535614967346191,4700,-0.37058624625205994,294,662559,-0.017183423042297363,30358.138671875,1000.0,11648.58753122
10.53547477722168,4800,-0.3461883068084717,294,676659,0.008219659328460693,40208.51953125,1000.0,11972.332620290003
10.535829544067383,4900,-0.09785810858011246,294,690759,7.331371307373047e-05,6174.08935546875,1000.0,12327.590589319998
10.536503791809082,5000,-0.1842133104801178,294,704859,0.14413917064666748,8169.345703125,1000.0,12533.574551639998
10.538957595825195,5100,-0.5186100006103516,294,718959,0.2688119411468506,7821.07763671875,1000.0,12347.78681918
10.541487693786621,5200,-0.12410487234592438,294,733059,0.14549952745437622,11911.7333984375,1000.0,12674.32923042
10.543248176574707,5300,0.06827554106712341,295,747159,-0.013464927673339844,194941.296875,1000.0,12980.23311515
10.54377269744873,5400,-0.2899847626686096,295,761259,2.682209014892578e-06,64060.53515625,1000.0,13035.352685240005
10.544942855834961,5500,-0.016188040375709534,295,775359,0.063701331615448,9632.72265625,1000.0,13174.161232529998
10.547577857971191,5600,0.13442057371139526,295,789459,0.2400485873222351,8386.66796875,1000.0,13162.826617640003
10.550501823425293,5700,-0.08191989362239838,295,803559,2.181529998779297e-05,19442.427734375,1000.0,13272.395932480002
10.55328369140625,5800,-0.23461735248565674,295,817659,0.28862929344177246,6615.265625,1000.0,13671.457182119999
10.55510425567627,5900,-0.2098909616470337,295,831759,0.0016308426856994629,226553.09375,1000.0,13726.162360130002
10.556319236755371,6000,-0.03631848096847534,295,845859,1.2934207916259766e-05,46249.96484375,1000.0,13901.076255599999
10.558106422424316,6100,0.06883442401885986,296,859959,0.005930423736572266,20502.76171875,1000.0,14354.04614289
10.559266090393066,6200,-0.34734004735946655,296,874059,-0.015834927558898926,15296.669921875,1000.0,14644.64734909
10.560079574584961,6300,0.09123869985342026,296,888159,1.0132789611816406e-06,229924.015625,1000.0,14990.08661174
10.560612678527832,6400,-0.1773490309715271,296,902259,5.364418029785156e-06,97842.7265625,1000.0,15451.06698949
10.561100959777832,6500,-0.5136080384254456,296,916359,0.12367457151412964,25423.322265625,1000.0,15835.159653400002
10.562138557434082,6600,-0.2790272831916809,296,930459,0.09128797054290771,14746.62109375,1000.0,16696.19631117
10.562230110168457,6700,0.015604771673679352,296,944559,8.52346420288086e-06,64901.4921875,1000.0,16982.485675429998
10.562621116638184,6800,-0.25997990369796753,296,958659,-0.0002701282501220703,121952.8828125,1000.0,17349.82839037
10.564204216003418,6900,-0.1751985400915146,297,972759,5.4836273193359375e-06,92096.3984375,1000.0,17564.36026837
10.56428050994873,7000,-0.3466472923755646,297,986859,0.014370441436767578,238674.1875,1000.0,18063.067947270003
10.565339088439941,7100,0.10736750066280365,297,1000959,8.344650268554688e-06,66245.7578125,1000.0,18365.470516429996
